0.25,0.5,1.0,1.5,theta
369,85,29,9,0.25
371,85,29,9,0.25
373,85,29,9,0.25
375,85,29,9,0.25
377,85,29,9,0.25
379,85,29,9,0.5
379,87,29,9,0.25
381,87,29,9,0.5
381,89,29,9,0.25
383,89,29,9,0.5
383,91,29,9,0.25
385,91,29,9,0.25
387,91,29,9,0.25
389,91,29,9,0.5
389,93,29,9,0.25
391,93,29,9,0.25
393,93,29,9,0.25
395,93,29,9,0.25
397,93,29,9,0.25
399,93,29,9,0.25
401,93,29,9,0.25
403,93,29,9,0.25
405,93,29,9,0.25
407,93,29,9,0.5
407,95,29,9,0.25
409,95,29,9,0.25
411,95,29,9,0.25
413,95,29,9,0.5
413,97,29,9,0.25
415,97,29,9,0.5
415,99,29,9,1
415,99,31,9,1.5
415,99,31,11,0.25
417,99,31,11,0.25
419,99,31,11,0.25
421,99,31,11,0.5
421,101,31,11,1
421,101,33,11,0.25
423,101,33,11,0.25
425,101,33,11,0.25
427,101,33,11,0.25
429,101,33,11,0.25
431,101,33,11,0.25
433,101,33,11,0.25
435,101,33,11,0.25
437,101,33,11,0.25
439,101,33,11,0.25
441,101,33,11,0.25
443,101,33,11,1.5
443,101,33,13,0.25
445,101,33,13,0.25
447,101,33,13,0.5
447,103,33,13,0.25
449,103,33,13,0.25
451,103,33,13,1
451,103,35,13,0.25
453,103,35,13,0.25
455,103,35,13,0.5
455,105,35,13,0.25
457,105,35,13,0.25
459,105,35,13,0.25
461,105,35,13,1
461,105,37,13,0.25
463,105,37,13,0.5
463,107,37,13,0.25
465,107,37,13,0.5
465,109,37,13,0.25
467,109,37,13,0.25
469,109,37,13,0.25
471,109,37,13,0.5
471,111,37,13,1
471,111,39,13,1.5
471,111,39,15,0.25
473,111,39,15,0.25
475,111,39,15,0.25
477,111,39,15,0.25
479,111,39,15,0.5
479,113,39,15,0.25
481,113,39,15,0.25
483,113,39,15,0.5
483,115,39,15,0.5
483,117,39,15,1
483,117,41,15,0.25
485,117,41,15,0.25
487,117,41,15,0.5
487,119,41,15,0.25
489,119,41,15,0.25
491,119,41,15,0.25
493,119,41,15,0.25
495,119,41,15,0.25
497,119,41,15,0.5
497,121,41,15,0.25
499,121,41,15,0.5
499,123,41,15,0.5
499,125,41,15,0.25
501,125,41,15,0.25
503,125,41,15,0.25
505,125,41,15,0.25
507,125,41,15,0.25
509,125,41,15,1.5
509,125,41,17,0.25
513,125,41,17,0.25
511,125,41,17,0.25
515,125,41,17,0.25
517,125,41,17,0.25
519,125,41,17,0.25
521,125,41,17,0.25
523,125,41,17,0.5
523,127,41,17,0.25
525,127,41,17,0.25
527,127,41,17,1
527,127,43,17,0.25
529,127,43,17,0.25
531,127,43,17,1.5
531,127,43,19,0.25
533,127,43,19,0.5
533,129,43,19,0.25
535,129,43,19,0.25
537,129,43,19,0.25
539,129,43,19,0.25
541,129,43,19,0.25
543,129,43,19,0.5
543,131,43,19,0.25
545,131,43,19,0.5
545,133,43,19,0.25
547,133,43,19,0.25
549,133,43,19,1
549,133,45,19,0.25
551,133,45,19,0.25
553,133,45,19,0.25
555,133,45,19,0.5
555,135,45,19,0.25
557,135,45,19,0.25
559,135,45,19,1
559,135,47,19,0.25
561,135,47,19,0.5
561,137,47,19,0.25
563,137,47,19,0.25
565,137,47,19,1
565,137,49,19,0.25
567,137,49,19,0.5
567,139,49,19,0.25
569,139,49,19,0.25
571,139,49,19,0.25
573,139,49,19,0.25
575,139,49,19,0.25
577,139,49,19,0.25
579,139,49,19,0.25
581,139,49,19,0.25
583,139,49,19,1
583,139,51,19,0.25
585,139,51,19,0.25
587,139,51,19,0.25
589,139,51,19,0.5
589,141,51,19,1.5
589,141,51,21,1
589,141,53,21,0.25
591,141,53,21,0.25
593,141,53,21,0.25
595,141,53,21,0.25
597,141,53,21,0.25
599,141,53,21,0.25
601,141,53,21,0.25
603,141,53,21,0.25
605,141,53,21,0.25
607,141,53,21,0.5
607,143,53,21,0.25
609,143,53,21,1
609,143,55,21,0.25
611,143,55,21,0.25
613,143,55,21,0.25
615,143,55,21,0.25
617,143,55,21,0.25
619,143,55,21,1.5
619,143,55,23,0.25
621,143,55,23,0.5
621,145,55,23,0.25
623,145,55,23,0.25
625,145,55,23,0.25
627,145,55,23,0.25
629,145,55,23,1
629,145,57,23,0.25
631,145,57,23,0.5
631,147,57,23,1
631,147,59,23,0.25
633,147,59,23,0.5
633,149,59,23,0.25
635,149,59,23,0.5
635,151,59,23,0.25
637,151,59,23,0.5
637,153,59,23,0.25
639,153,59,23,0.5
639,155,59,23,0.25
641,155,59,23,0.5
641,157,59,23,0.25
643,157,59,23,0.25
645,157,59,23,0.25
647,157,59,23,0.25
649,157,59,23,0.25
651,157,59,23,0.5
651,159,59,23,0.25
653,159,59,23,0.25
655,159,59,23,0.25
657,159,59,23,0.25
659,159,59,23,0.25
661,159,59,23,0.5
661,161,59,23,0.25
663,161,59,23,0.5
663,163,59,23,0.25
665,163,59,23,0.25
667,163,59,23,0.25
669,163,59,23,0.25
671,163,59,23,0.5
671,165,59,23,0.25
673,165,59,23,0.25
675,165,59,23,0.25
677,165,59,23,0.25
679,165,59,23,0.25
681,165,59,23,0.25
683,165,59,23,0.5
683,167,59,23,0.25
685,167,59,23,0.5
685,169,59,23,0.25
687,169,59,23,0.25
689,169,59,23,1
689,169,61,23,0.25
691,169,61,23,0.5
691,171,61,23,0.25
693,171,61,23,0.25
695,171,61,23,1
695,171,63,23,0.25
697,171,63,23,0.25
699,171,63,23,0.5
699,173,63,23,0.25
701,173,63,23,0.25
703,173,63,23,0.25
705,173,63,23,0.25
707,173,63,23,0.5
707,175,63,23,0.25
709,175,63,23,0.25
711,175,63,23,0.25
715,175,63,23,0.5
715,177,63,23,1
715,177,65,23,0.25
713,177,65,23,0.25
717,177,65,23,0.25
719,177,65,23,0.25
721,177,65,23,1.5
721,177,65,25,0.25
723,177,65,25,0.5
723,179,65,25,0.25
725,179,65,25,0.25
727,179,65,25,0.25
729,179,65,25,0.5
729,181,65,25,0.25
731,181,65,25,0.5
731,183,65,25,0.25
733,183,65,25,0.25
735,183,65,25,1
735,183,67,25,0.25
737,183,67,25,0.25
739,183,67,25,0.25
741,183,67,25,0.5
741,185,67,25,0.25
743,185,67,25,0.5
743,187,67,25,0.25
745,187,67,25,0.5
745,189,67,25,1
745,189,69,25,0.25
747,189,69,25,0.25
749,189,69,25,0.25
751,189,69,25,0.5
751,191,69,25,0.25
753,191,69,25,0.25
755,191,69,25,0.25
757,191,69,25,0.25
759,191,69,25,1
759,191,71,25,0.25
761,191,71,25,0.25
763,191,71,25,0.25
765,191,71,25,0.5
765,193,71,25,0.25
767,193,71,25,0.5
767,195,71,25,0.25
769,195,71,25,0.25
771,195,71,25,0.25
773,195,71,25,0.5
773,197,71,25,0.25
775,197,71,25,0.25
777,197,71,25,0.25
779,197,71,25,0.5
779,199,71,25,1.5
779,199,71,27,0.25
781,199,71,27,0.25
783,199,71,27,0.25
785,199,71,27,0.25
787,199,71,27,0.25
789,199,71,27,0.5
789,201,71,27,1
789,201,73,27,0.25
791,201,73,27,0.25
793,201,73,27,0.25
795,201,73,27,0.5
795,203,73,27,0.25
797,203,73,27,0.25
799,203,73,27,0.25
801,203,73,27,0.5
801,205,73,27,0.25
803,205,73,27,0.25
805,205,73,27,0.25
807,205,73,27,0.25
809,205,73,27,0.25
811,205,73,27,0.5
811,207,73,27,0.25
813,207,73,27,0.5
813,209,73,27,1.5
813,209,73,29,0.25
815,209,73,29,0.5
815,211,73,29,0.25
817,211,73,29,0.25
819,211,73,29,0.25
821,211,73,29,0.5
821,213,73,29,0.25
823,213,73,29,0.25
825,213,73,29,0.25
827,213,73,29,0.25
829,213,73,29,0.25
831,213,73,29,0.5
831,215,73,29,0.25
833,215,73,29,0.25
835,215,73,29,0.25
837,215,73,29,0.25
839,215,73,29,0.25
841,215,73,29,0.25
843,215,73,29,1
843,215,75,29,0.25
845,215,75,29,0.25
847,215,75,29,0.25
849,215,75,29,0.5
849,217,75,29,0.25
851,217,75,29,0.5
851,219,75,29,0.25
853,219,75,29,0.5
853,221,75,29,1
853,221,77,29,0.25
855,221,77,29,0.5
855,223,77,29,0.25
857,223,77,29,0.5
857,225,77,29,0.25
859,225,77,29,0.25
861,225,77,29,0.25
863,225,77,29,0.25
865,225,77,29,0.25
867,225,77,29,0.25
869,225,77,29,0.25
871,225,77,29,0.5
871,227,77,29,0.25
873,227,77,29,0.25
875,227,77,29,1
875,227,79,29,0.25
877,227,79,29,0.5
877,229,79,29,0.25
879,229,79,29,0.25
881,229,79,29,0.25
883,229,79,29,0.5
883,231,79,29,0.25
885,231,79,29,1.5
885,231,79,31,0.25
887,231,79,31,0.25
889,231,79,31,0.25
891,231,79,31,0.25
893,231,79,31,0.5
893,233,79,31,1
893,233,81,31,0.25
895,233,81,31,0.5
895,235,81,31,0.25
897,235,81,31,0.25
899,235,81,31,0.25
901,235,81,31,0.5
901,237,81,31,0.25
903,237,81,31,0.5
903,239,81,31,0.25
905,239,81,31,0.25
907,239,81,31,0.25
909,239,81,31,0.5
909,241,81,31,0.25
