event_type,start_time,start_price,end_time,end_price,duration,length,speed,theta,num
0,1.14018E+12,0.683499992,1.14018E+12,0.685199976,264,0.002487175,9.42E-06,0.25,114
1,1.14018E+12,0.685199976,1.1404E+12,0.686399996,21606,0.001751343,8.11E-08,0.25,115
0,1.1404E+12,0.686399996,1.14044E+12,0.684599996,3750,0.002622379,6.99E-07,0.25,116
-1,1.14044E+12,0.684599996,1.14051E+12,0.681500018,7464,0.004528159,6.07E-07,0.25,117
0,1.14051E+12,0.681500018,1.14052E+12,0.683200002,936,0.002494474,2.67E-06,0.25,118
1,1.14052E+12,0.683200002,1.14061E+12,0.683799982,8922,8.78E-04,9.84E-08,0.25,119
0,1.14061E+12,0.683799982,1.14066E+12,0.681900024,5490,0.002778528,5.06E-07,0.25,120
-1,1.14066E+12,0.681900024,1.14075E+12,0.679899991,8574,0.002933031,3.42E-07,0.25,121
0,1.14075E+12,0.679899991,1.14079E+12,0.681599975,3666,0.002500344,6.82E-07,0.25,122
1,1.14079E+12,0.681599975,1.14079E+12,0.681699991,6,1.47E-04,2.45E-05,0.25,123
0,1.14079E+12,0.681699991,1.14098E+12,0.680000007,19200,0.002493742,1.30E-07,0.25,124
-1,1.14098E+12,0.680000007,1.14099E+12,0.679799974,906,2.94E-04,3.25E-07,0.25,125
0,1.14099E+12,0.679799974,1.14101E+12,0.681500018,2484,0.0025008,1.01E-06,0.25,126
1,1.14101E+12,0.681500018,1.14102E+12,0.682099998,786,8.80E-04,1.12E-06,0.25,127
0,1.14102E+12,0.682099998,1.14111E+12,0.680400014,8880,0.00249228,2.81E-07,0.25,128
-1,1.14111E+12,0.680400014,1.14112E+12,0.679499984,612,0.001322796,2.16E-06,0.25,129
0,1.14112E+12,0.679499984,1.14118E+12,0.681299984,6810,0.002649008,3.89E-07,0.25,130
1,1.14118E+12,0.681299984,1.14118E+12,0.681500018,78,2.94E-04,3.76E-06,0.25,131
0,1.14118E+12,0.681500018,1.14119E+12,0.679700017,624,0.002641233,4.23E-06,0.25,132
-1,1.14119E+12,0.679700017,1.14119E+12,0.679499984,6,2.94E-04,4.90E-05,0.25,133
0,1.14119E+12,0.679499984,1.14121E+12,0.681200027,1926,0.002501904,1.30E-06,0.25,134
1,1.14121E+12,0.681200027,1.1413E+12,0.686800003,9156,0.008220751,8.98E-07,0.25,135
0,1.1413E+12,0.686800003,1.14137E+12,0.685000002,6468,0.002620851,4.05E-07,0.25,136
-1,1.14137E+12,0.685000002,1.14137E+12,0.684400022,852,8.76E-04,1.03E-06,0.25,137
0,1.14137E+12,0.684400022,1.14138E+12,0.686100006,1014,0.002483904,2.45E-06,0.25,138
1,1.14138E+12,0.686100006,1.14158E+12,0.687600017,19914,0.002186285,1.10E-07,0.25,139
0,1.14158E+12,0.687600017,1.14161E+12,0.685899973,2736,0.002472431,9.04E-07,0.25,140
-1,1.14161E+12,0.685899973,1.14163E+12,0.685299993,2286,8.75E-04,3.83E-07,0.25,141
0,1.14163E+12,0.685299993,1.14166E+12,0.686999977,2322,0.002480642,1.07E-06,0.25,142
1,1.14166E+12,0.686999977,1.14166E+12,0.687300026,18,4.37E-04,2.43E-05,0.25,143
0,1.14166E+12,0.687300026,1.14169E+12,0.685599983,3204,0.00247351,7.72E-07,0.25,144
-1,1.14169E+12,0.685599983,1.14174E+12,0.684000015,5070,0.002333675,4.60E-07,0.25,145
0,1.14174E+12,0.684000015,1.14179E+12,0.685699999,5370,0.002485357,4.63E-07,0.25,146
1,1.14179E+12,0.685699999,1.14186E+12,0.687900007,7008,0.003208411,4.58E-07,0.25,147
0,1.14186E+12,0.687900007,1.14188E+12,0.68599999,1854,0.002762054,1.49E-06,0.25,148
-1,1.14188E+12,0.68599999,1.14189E+12,0.685400009,1212,8.75E-04,7.22E-07,0.25,149
0,1.14189E+12,0.685400009,1.14197E+12,0.687099993,7764,0.00248028,3.19E-07,0.25,150
1,1.14197E+12,0.687099993,1.14222E+12,0.692799985,24810,0.008295724,3.34E-07,0.25,151
0,1.14222E+12,0.692799985,1.14223E+12,0.690999985,828,0.002598153,3.14E-06,0.25,152
-1,1.14223E+12,0.690999985,1.14234E+12,0.68779999,10866,0.004630962,4.26E-07,0.25,153
0,1.14234E+12,0.68779999,1.14239E+12,0.689499974,5550,0.002471626,4.45E-07,0.25,154
1,1.14239E+12,0.689499974,1.1426E+12,0.695100009,20532,0.008121879,3.96E-07,0.25,155
0,1.1426E+12,0.695100009,1.14282E+12,0.693400025,22134,0.002445668,1.10E-07,0.25,156
-1,1.14282E+12,0.693400025,1.14288E+12,0.691900015,6366,0.002163269,3.40E-07,0.25,157
0,1.14288E+12,0.691900015,1.14291E+12,0.693599999,2892,0.002456979,8.50E-07,0.25,158
1,1.14291E+12,0.693599999,1.14292E+12,0.694999993,912,0.002018446,2.21E-06,0.25,159
0,1.14292E+12,0.694999993,1.14293E+12,0.693199992,1338,0.002589929,1.94E-06,0.25,160
-1,1.14293E+12,0.693199992,1.143E+12,0.690500021,6168,0.003894938,6.31E-07,0.25,161
0,1.143E+12,0.690500021,1.14302E+12,0.692200005,2706,0.002461961,9.10E-07,0.25,162
1,1.14302E+12,0.692200005,1.14308E+12,0.692799985,6024,8.67E-04,1.44E-07,0.25,163
0,1.14308E+12,0.692799985,1.14311E+12,0.691100001,2496,0.002453788,9.83E-07,0.25,164
-1,1.14311E+12,0.691100001,1.14315E+12,0.68900001,3876,0.003038621,7.84E-07,0.25,165
0,1.14315E+12,0.68900001,1.14317E+12,0.690800011,2184,0.002612483,1.20E-06,0.25,166
1,1.14317E+12,0.690800011,1.14317E+12,0.691500008,288,0.001013313,3.52E-06,0.25,167
0,1.14317E+12,0.691500008,1.14319E+12,0.689700007,1944,0.002603038,1.34E-06,0.25,168
-1,1.14319E+12,0.689700007,1.14319E+12,0.689199984,312,7.25E-04,2.32E-06,0.25,169
0,1.14319E+12,0.689199984,1.1432E+12,0.690999985,672,0.002611725,3.89E-06,0.25,170
1,1.1432E+12,0.690999985,1.14339E+12,0.691200018,18924,2.89E-04,1.53E-08,0.25,171
0,1.14339E+12,0.691200018,1.14342E+12,0.689300001,3234,0.002748867,8.50E-07,0.25,172
-1,1.14342E+12,0.689300001,1.14349E+12,0.687099993,6366,0.003191654,5.01E-07,0.25,173
0,1.14349E+12,0.687099993,1.14351E+12,0.688600004,2502,0.002183104,8.73E-07,0.25,174
1,1.14351E+12,0.688600004,1.14353E+12,0.691200018,1488,0.003775798,2.54E-06,0.25,175
0,1.14353E+12,0.691200018,1.14355E+12,0.689400017,2574,0.002604168,1.01E-06,0.25,176
-1,1.14355E+12,0.689400017,1.14355E+12,0.688300014,30,0.001595596,5.32E-05,0.25,177
0,1.14355E+12,0.688300014,1.1436E+12,0.689999998,4452,0.00246983,5.55E-07,0.25,178
1,1.1436E+12,0.689999998,1.1438E+12,0.698499978,20574,0.012318812,5.99E-07,0.25,179
0,1.1438E+12,0.698499978,1.14402E+12,0.696699977,21288,0.002576952,1.21E-07,0.25,180
-1,1.14402E+12,0.696699977,1.14402E+12,0.6954,612,0.001865907,3.05E-06,0.25,181
0,1.14402E+12,0.6954,1.14403E+12,0.697099984,570,0.002444613,4.29E-06,0.25,182
1,1.14403E+12,0.697099984,1.14406E+12,0.698899984,3024,0.002582127,8.54E-07,0.25,183
0,1.14406E+12,0.698899984,1.14406E+12,0.6972,690,0.002432371,3.53E-06,0.25,184
-1,1.14406E+12,0.6972,1.14407E+12,0.69690001,108,4.30E-04,3.98E-06,0.25,185
0,1.14407E+12,0.69690001,1.14407E+12,0.698599994,804,0.002439351,3.03E-06,0.25,186
1,1.14407E+12,0.698599994,1.14411E+12,0.699000001,3402,5.73E-04,1.68E-07,0.25,187
0,1.14411E+12,0.699000001,1.14412E+12,0.6972,996,0.002575108,2.59E-06,0.25,188
-1,1.14412E+12,0.6972,1.14412E+12,0.69660002,648,8.61E-04,1.33E-06,0.25,189
0,1.14412E+12,0.69660002,1.14413E+12,0.698300004,1068,0.002440402,2.29E-06,0.25,190
1,1.14413E+12,0.698300004,1.14418E+12,0.699000001,4056,0.00100243,2.47E-07,0.25,191
0,1.14418E+12,0.699000001,1.1442E+12,0.6972,2838,0.002575108,9.07E-07,0.25,192
-1,1.1442E+12,0.6972,1.1442E+12,0.696699977,108,7.17E-04,6.64E-06,0.25,193
0,1.1442E+12,0.696699977,1.14421E+12,0.698400021,348,0.002440137,7.01E-06,0.25,194
1,1.14421E+12,0.698400021,1.14423E+12,0.702400029,1836,0.005727388,3.12E-06,0.25,195
0,1.14423E+12,0.702400029,1.1443E+12,0.700600028,7632,0.002562643,3.36E-07,0.25,196
-1,1.1443E+12,0.700600028,1.14438E+12,0.695599973,7368,0.007136818,9.69E-07,0.25,197
0,1.14438E+12,0.695599973,1.14439E+12,0.697300017,972,0.002443996,2.51E-06,0.25,198
1,1.14439E+12,0.697300017,1.1444E+12,0.697700024,900,5.74E-04,6.37E-07,0.25,199
0,1.1444E+12,0.697700024,1.1444E+12,0.69599998,246,0.00243664,9.91E-06,0.25,200
-1,1.1444E+12,0.69599998,1.14465E+12,0.693599999,24936,0.003448249,1.38E-07,0.25,201
0,1.14465E+12,0.693599999,1.14467E+12,0.695299983,2412,0.002450957,1.02E-06,0.25,202
1,1.14467E+12,0.695299983,1.14473E+12,0.697300017,5556,0.002876505,5.18E-07,0.25,203
0,1.14473E+12,0.697300017,1.14473E+12,0.695599973,396,0.002438038,6.16E-06,0.25,204
-1,1.14473E+12,0.695599973,1.14492E+12,0.690100014,19188,0.007906784,4.12E-07,0.25,205
0,1.14492E+12,0.690100014,1.14502E+12,0.691900015,9426,0.002608319,2.77E-07,0.25,206
1,1.14502E+12,0.691900015,1.14523E+12,0.693599999,20868,0.002456979,1.18E-07,0.25,207
0,1.14523E+12,0.693599999,1.14526E+12,0.691799998,3066,0.002595157,8.46E-07,0.25,208
-1,1.14526E+12,0.691799998,1.14526E+12,0.691100001,612,0.001011849,1.65E-06,0.25,209
0,1.14526E+12,0.691100001,1.14527E+12,0.692799985,726,0.002459824,3.39E-06,0.25,210
1,1.14527E+12,0.692799985,1.14528E+12,0.693199992,936,5.77E-04,6.17E-07,0.25,211
0,1.14528E+12,0.693199992,1.14533E+12,0.691500008,4668,0.002452372,5.25E-07,0.25,212
-1,1.14533E+12,0.691500008,1.14533E+12,0.690500021,42,0.001446113,3.44E-05,0.25,213
0,1.14533E+12,0.690500021,1.14533E+12,0.692200005,738,0.002461961,3.34E-06,0.25,214
1,1.14533E+12,0.692200005,1.14541E+12,0.693700016,7374,0.002167019,2.94E-07,0.25,215
0,1.14541E+12,0.693700016,1.14542E+12,0.691900015,1452,0.002594783,1.79E-06,0.25,216
-1,1.14542E+12,0.691900015,1.14544E+12,0.689300001,1422,0.003757789,2.64E-06,0.25,217
0,1.14544E+12,0.689300001,1.14545E+12,0.690999985,1230,0.002466247,2.01E-06,0.25,218
1,1.14545E+12,0.690999985,1.14553E+12,0.693000019,8190,0.002894405,3.53E-07,0.25,219
0,1.14553E+12,0.693000019,1.14558E+12,0.691299975,5208,0.002453165,4.71E-07,0.25,220
-1,1.14558E+12,0.691299975,1.14558E+12,0.690800011,192,7.23E-04,3.77E-06,0.25,221
0,1.14558E+12,0.690800011,1.14559E+12,0.692499995,924,0.002460892,2.66E-06,0.25,222
1,1.14559E+12,0.692499995,1.14561E+12,0.693300009,1872,0.001155254,6.17E-07,0.25,223
0,1.14561E+12,0.693300009,1.14583E+12,0.691500008,21978,0.00259628,1.18E-07,0.25,224
-1,1.14583E+12,0.691500008,1.14585E+12,0.690800011,1782,0.001012288,5.68E-07,0.25,225
0,1.14585E+12,0.690800011,1.14586E+12,0.692499995,1446,0.002460892,1.70E-06,0.25,226
1,1.14586E+12,0.692499995,1.14608E+12,0.698400021,21906,0.008519892,3.89E-07,0.25,227
0,1.14608E+12,0.698400021,1.14611E+12,0.69660002,3072,0.00257732,8.39E-07,0.25,228
-1,1.14611E+12,0.69660002,1.14622E+12,0.691999972,10560,0.006603572,6.25E-07,0.25,229
0,1.14622E+12,0.691999972,1.14623E+12,0.693799973,600,0.002601157,4.34E-06,0.25,230
1,1.14623E+12,0.693799973,1.14623E+12,0.693799973,0,0,0,0.25,231
0,1.14623E+12,0.693799973,1.14623E+12,0.692099988,924,0.002450251,2.65E-06,0.25,232
-1,1.14623E+12,0.692099988,1.14647E+12,0.688799977,23826,0.004768113,2.00E-07,0.25,233
0,1.14647E+12,0.688799977,1.14649E+12,0.690599978,1302,0.002613241,2.01E-06,0.25,234
1,1.14649E+12,0.690599978,1.14649E+12,0.690599978,0,0,0,0.25,235
0,1.14649E+12,0.690599978,1.14654E+12,0.688499987,5478,0.003040821,5.55E-07,0.25,236
-1,1.14654E+12,0.688499987,1.14662E+12,0.685500026,7950,0.004357242,5.48E-07,0.25,237
0,1.14662E+12,0.685500026,1.14663E+12,0.687099993,534,0.002334015,4.37E-06,0.25,238
1,1.14663E+12,0.687099993,1.14663E+12,0.68809998,174,0.001455374,8.36E-06,0.25,239
0,1.14663E+12,0.68809998,1.14665E+12,0.686399996,1980,0.002470548,1.25E-06,0.25,240
-1,1.14665E+12,0.686399996,1.14665E+12,0.685000002,756,0.002039618,2.70E-06,0.25,241
0,1.14665E+12,0.685000002,1.14669E+12,0.686699986,3204,0.002481729,7.75E-07,0.25,242
1,1.14669E+12,0.686699986,1.14671E+12,0.687399983,2046,0.001019364,4.98E-07,0.25,243
0,1.14671E+12,0.687399983,1.14671E+12,0.685699999,510,0.002473064,4.85E-06,0.25,244
-1,1.14671E+12,0.685699999,1.14672E+12,0.683799982,888,0.002770916,3.12E-06,0.25,245
0,1.14672E+12,0.683799982,1.14673E+12,0.685500026,906,0.002486171,2.74E-06,0.25,246
1,1.14673E+12,0.685500026,1.14681E+12,0.686999977,8316,0.002188112,2.63E-07,0.25,247
0,1.14681E+12,0.686999977,1.14682E+12,0.685299993,534,0.002474504,4.63E-06,0.25,248
-1,1.14682E+12,0.685299993,1.14702E+12,0.683600008,20058,0.002480642,1.24E-07,0.25,249
0,1.14702E+12,0.683600008,1.14706E+12,0.685400009,3666,0.00263312,7.18E-07,0.25,250
1,1.14706E+12,0.685400009,1.14706E+12,0.685400009,0,0,0,0.25,251
0,1.14706E+12,0.685400009,1.14712E+12,0.683600008,5982,0.002626205,4.39E-07,0.25,252
